x,y
974,843
955,856
951,864
944,848
966,834
977,856
984,873
971,860
970,833
967,804
958,817
957,824
969,832
981,823
994,834
992,837
982,827
984,818
998,830
1012,844
1029,864
1028,862
1012,814
997,772
984,787
989,803
1012,812
1019,821
1015,822
1006,821
1002,818
1009,824
994,817
984,818
975,838
985,853
990,856
990,840
979,826
968,812
970,820
981,831
1008,859
1017,875
1015,874
998,858
980,841
981,843
989,843
993,853
998,863
1001,866
1010,863
1008,861
1002,862
1012,862
1022,863
1021,861
1023,867
1023,871
1033,866
1036,858
1033,852
1026,841
1021,833
1021,832
1019,823
1036,824
1045,823
1048,821
1042,824
1040,822
1036,817
1032,810
1033,800
1039,798
1050,798
1056,795
1057,792
1049,793
1042,794
1034,803
1039,813
1039,816
1037,808
1035,807
1032,803
1029,806
1021,806
1006,798
1000,793
1007,803
1014,816
1012,820
1007,826
1000,822
1012,794
1016,784
1029,786
1037,805
1049,814
1048,811
1040,807
1038,799
1033,793
1030,788
1029,786
1026,786
1023,789
1026,788
1026,785
1029,793
1029,791
1022,781
1018,770
1010,767
1014,776
1019,784
1024,798
