timestamp,target_index,target_x,target_y,original_gaze_x,original_gaze_y,spread,n_sample
2025-10-16T20:40:15.176,10,1398,462,1408.655172413793,535.551724137931,23.802147206770954,29
2025-10-16T20:40:21.606,6,208,462,191.44827586206895,493.51724137931035,38.0545949888077,29
2025-10-16T20:40:28.010,17,1695,730,1628.1379310344828,688.5862068965517,34.54356707347019,29
2025-10-16T20:40:34.409,11,1695,462,1693.551724137931,495.8965517241379,35.066371585483786,29
2025-10-16T20:40:40.828,8,803,462,840.1379310344828,433.51724137931035,58.89988280978108,29
2025-10-16T20:40:47.223,4,1398,194,1437.4137931034484,226.6206896551724,27.199050483531725,29
2025-10-16T20:40:53.642,0,208,194,216.16666666666666,157.03333333333333,41.440372156201065,30
2025-10-16T20:41:00.035,15,1100,730,1103.6,679.1,26.927000080464463,30
2025-10-16T20:41:06.433,9,1100,462,1136.6666666666667,447.43333333333334,41.273087814916124,30
2025-10-16T20:41:12.851,20,803,998,837.4333333333333,896.1666666666666,32.260157745705115,30
2025-10-16T20:41:19.270,21,1100,998,1145.2333333333333,919.1,23.73890384064849,30
2025-10-16T20:41:25.682,12,208,730,260.55172413793105,689.1034482758621,42.11063510070844,29
2025-10-16T20:41:32.092,14,803,730,843.7,683.6,42.38061663858451,30
2025-10-16T20:41:38.497,22,1398,998,1429.0,975.9333333333333,17.580165591433495,30
2025-10-16T20:41:44.915,19,506,998,525.2333333333333,935.9,46.352298276952304,30
2025-10-16T20:41:51.342,16,1398,730,1414.0689655172414,698.7586206896551,34.43893767324757,29
2025-10-16T20:41:57.743,1,506,194,561.1379310344828,186.86206896551724,53.74168630226612,29
2025-10-16T20:42:04.153,7,506,462,535.8275862068965,464.51724137931035,26.924786241488004,29
2025-10-16T20:42:10.564,18,208,998,219.79310344827587,932.8620689655172,50.9990557372192,29
2025-10-16T20:42:16.976,13,506,730,539.8965517241379,633.5862068965517,33.87284750149728,29
2025-10-16T20:42:23.409,5,1695,194,1729.5172413793102,243.72413793103448,25.6266526684949,29
2025-10-16T20:42:29.809,3,1100,194,1141.8666666666666,207.86666666666667,22.355411972147692,30
2025-10-16T20:42:36.226,2,803,194,869.3666666666667,196.93333333333334,25.46293602692178,30
2025-10-16T20:42:42.642,23,1695,998,1670.4137931034484,1005.7241379310345,33.19058216349875,29
