x,y
1764719320.2445312,1686,1059
1764719320.2844055,1693,1070
1764719320.3142383,1702,1072
1764719320.3489912,1695,1060
1764719320.3809106,1695,1050
1764719320.4147396,1696,1057
1764719320.454704,1688,1072
1764719320.4791973,1682,1095
1764719320.5145116,1692,1087
1764719320.5488696,1710,1089
1764719320.5793145,1720,1095
1764719320.6190004,1723,1093
1764719320.6489174,1709,1086
1764719320.6843958,1704,1094
1764719320.7237988,1707,1094
1764719320.7594059,1701,1094
1764719320.7948787,1706,1076
1764719320.8240244,1700,1066
1764719320.8593643,1699,1094
1764719320.8888693,1722,1119
1764719320.9198174,1728,1117
1764719320.949669,1713,1103
1764719320.9837322,1699,1092
1764719321.028823,1719,1085
1764719321.0688887,1723,1075
1764719321.0891747,1689,1068
1764719321.134386,1683,1066
1764719321.1696513,1707,1067
1764719321.1942961,1695,1064
1764719321.2254326,1678,1062
1764719321.2537398,1691,1077
1764719321.2887003,1713,1079
1764719321.3246746,1728,1070
1764719321.3545942,1736,1056
1764719321.3837755,1723,1051
1764719321.4191656,1711,1069
1764719321.4542253,1709,1068
1764719321.4839394,1699,1064
1764719321.5237482,1685,1069
1764719321.5542076,1688,1081
1764719321.5891767,1689,1078
1764719321.6238759,1688,1066
1764719321.654753,1688,1055
1764719321.6888995,1692,1046
1764719321.7187254,1698,1051
1764719321.7546225,1694,1053
1764719321.79438,1686,1066
1764719321.8342698,1680,1068
1764719321.8745055,1688,1071
1764719321.9098577,1682,1073
1764719321.9388485,1670,1060
1764719321.968929,1659,1046
1764719321.9989681,1665,1055
1764719322.0238006,1685,1061
1764719322.0594866,1672,1067
1764719322.0897863,1677,1087
1764719322.124535,1685,1097
1764719322.15472,1690,1100
1764719322.1889458,1696,1095
1764719322.224318,1683,1083
1764719322.2587612,1669,1070
1764719322.2895374,1663,1067
1764719322.3239245,1665,1065
1764719322.3543684,1672,1062
1764719322.3989599,1672,1065
1764719322.4241216,1679,1087
1764719322.4592974,1675,1078
1764719322.4990115,1668,1062
1764719322.5239565,1674,1053
1764719322.5543532,1680,1048
1764719322.5949643,1679,1040
1764719322.62409,1679,1035
1764719322.6639423,1657,1029
1764719322.6939058,1652,1041
1764719322.7297902,1652,1047
1764719322.7640507,1662,1052
1764719322.7943995,1657,1055
1764719322.835474,1652,1059
1764719322.8642156,1651,1043
1764719322.8944182,1660,1051
1764719322.93429,1666,1068
1764719322.974688,1658,1072
1764719323.0146463,1642,1068
1764719323.0491378,1644,1070
1764719323.0746038,1649,1061
1764719323.1045465,1643,1056
1764719323.1347148,1633,1055
1764719323.169766,1649,1055
1764719323.1992445,1671,1043
1764719323.2289732,1678,1044
1764719323.2646265,1669,1046
1764719323.2996514,1655,1051
1764719323.3292375,1653,1066
1764719323.3694541,1654,1075
1764719323.3988628,1654,1080
1764719323.4288726,1658,1077
1764719323.4640691,1661,1066
1764719323.5097933,1660,1052
1764719323.5492065,1668,1048
1764719323.5693028,1682,1055
1764719323.5998414,1682,1053
1764719323.6443322,1688,1058
1764719323.6890535,1680,1058
1764719323.7148888,1686,1071
1764719323.749003,1695,1083
1764719323.7891197,1690,1082
1764719323.813967,1678,1081
1764719323.8439887,1673,1083
1764719323.8749828,1682,1077
1764719323.8996477,1694,1071
1764719323.9296029,1698,1073
1764719323.9692173,1689,1081
1764719324.004684,1676,1080
1764719324.0339906,1668,1081
1764719324.0747178,1676,1093
1764719324.1192474,1688,1099
1764719324.1548069,1693,1096
1764719324.1839447,1696,1081
1764719324.214446,1683,1077
