timestamp,target_index,target_x,target_y,orginal_gaze_x,original_gaze_y,rbf_gaze_x,rbf_gaze_y,poly_gaze_x,poly_gaze_y,original_dx,original_dy,rbf_dx,rbf_dy,poly_dx,poly_dy,spread,n_samples
2025-10-19T17:03:31.005,5,729,596,755.3675213675214,630.9230769230769,,,,,26,34,,,,,55.33,117
2025-10-19T17:03:37.417,1,729,238,721.6271186440678,291.93220338983053,,,,,-7,53,,,,,55.66,118
2025-10-19T17:03:43.827,6,1175,596,1192.974358974359,617.3589743589744,,,,,17,21,,,,,48.23,117
2025-10-19T17:03:50.234,8,283,953,313.8813559322034,939.6440677966102,,,,,30,-13,,,,,43.92,118
2025-10-19T17:03:56.652,2,1175,238,1195.7521367521367,263.46153846153845,,,,,20,24,,,,,39.46,117
2025-10-19T17:04:03.059,4,283,596,309.8151260504202,628.5882352941177,,,,,26,32,,,,,48.49,119
2025-10-19T17:04:09.479,0,283,238,295.62931034482756,255.51724137931035,,,,,12,16,,,,,40.28,116
2025-10-19T17:04:15.873,11,1621,953,1618.0593220338983,950.1525423728814,,,,,-2,-3,,,,,56.88,118
2025-10-19T17:04:22.286,3,1621,238,1617.4615384615386,281.008547008547,,,,,-3,42,,,,,41.2,117
2025-10-19T17:04:28.702,9,729,953,756.0,913.4957264957264,,,,,27,-39,,,,,51.98,117
2025-10-19T17:04:35.103,7,1621,596,1604.4830508474577,634.8559322033898,,,,,-16,38,,,,,39.13,118
2025-10-19T17:04:41.500,10,1175,953,1223.7094017094016,931.4529914529915,,,,,48,-21,,,,,38.94,117
