timestamp,target_index,target_x,target_y,gaze_x,gaze_y,dx,dy,spread,n_samples
2025-10-16T22:08:37.149,7,1621,596,1571,606,-49,10,39.02,104
2025-10-16T22:08:43.553,1,729,238,688,219,-41,-19,42.35,106
2025-10-16T22:08:49.966,4,283,596,249,554,-33,-42,37.26,107
2025-10-16T22:08:56.373,11,1621,953,1585,927,-36,-26,27.98,105
2025-10-16T22:09:02.779,9,729,953,684,841,-45,-112,44.75,104
2025-10-16T22:09:09.203,2,1175,238,1163,220,-12,-18,43.37,105
2025-10-16T22:09:15.605,6,1175,596,1145,551,-29,-44,59.38,105
2025-10-16T22:09:22.016,3,1621,238,1567,244,-53,5,40.38,105
2025-10-16T22:09:28.425,10,1175,953,1126,831,-48,-122,34.29,106
2025-10-16T22:09:34.849,8,283,953,273,841,-10,-112,42.86,105
2025-10-16T22:09:41.246,0,283,238,274,171,-9,-67,37.92,105
2025-10-16T22:09:47.651,5,729,596,692,500,-37,-96,51.56,104
