x,y
574,648
576,633
569,620
557,614
559,620
562,616
579,617
598,619
585,616
551,625
514,641
521,645
540,643
540,639
538,638
533,640
513,644
511,655
508,673
499,691
495,700
490,692
489,669
504,652
537,639
566,639
577,628
573,626
561,627
563,621
567,618
574,611
577,604
580,605
590,595
596,588
590,589
588,590
580,602
557,623
527,650
511,659
503,672
503,663
506,646
508,633
520,637
522,646
526,652
541,637
554,613
570,601
588,608
583,604
592,615
551,628
521,652
519,649
533,641
532,623
537,603
547,597
527,622
512,649
502,673
522,698
523,708
498,702
473,685
471,676
482,662
485,663
496,658
515,652
524,635
514,622
500,630
500,633
531,606
538,603
542,616
515,641
520,649
518,659
513,658
516,658
519,657
525,651
530,640
531,634
518,628
493,624
484,626
498,637
503,649
489,650
479,658
461,656
452,656
455,656
451,676
459,680
438,662
441,644
443,656
462,674
460,672
475,637
485,634
506,630
514,622
518,615
506,603
508,608
514,616
521,630
533,630
558,640
568,650
