timestamp,target_index,target_x,target_y,original_gaze_x,original_gaze_y,spread,n_sample
2025-10-16T20:22:49.930,18,208,998,127.0677966101695,974.1525423728814,50.13192019641496,59
2025-10-16T20:22:56.361,9,1100,462,1069.9830508474577,497.45762711864404,27.28929358528355,59
2025-10-16T20:23:02.757,4,1398,194,1415.7457627118645,218.23728813559322,30.08346141923112,59
2025-10-16T20:23:09.161,16,1398,730,1366.084745762712,702.6779661016949,27.395860638436872,59
2025-10-16T20:23:15.586,6,208,462,212.13333333333333,434.6333333333333,33.322881694782104,60
2025-10-16T20:23:22.003,5,1695,194,1667.0344827586207,238.20689655172413,31.716809498375504,58
2025-10-16T20:23:28.415,21,1100,998,1105.0338983050847,883.7457627118644,22.19754095560419,59
2025-10-16T20:23:34.836,8,803,462,825.5762711864406,398.0169491525424,45.49900163376813,59
2025-10-16T20:23:41.270,3,1100,194,1138.6101694915253,189.66101694915255,31.26628504144711,59
2025-10-16T20:23:47.695,17,1695,730,1620.55,680.5166666666667,37.705400438428214,60
2025-10-16T20:23:54.094,15,1100,730,1078.7666666666667,639.5833333333334,46.68820633855097,60
2025-10-16T20:24:00.504,11,1695,462,1660.0338983050847,479.8474576271187,34.5870455130618,59
2025-10-16T20:24:06.936,10,1398,462,1409.7796610169491,480.23728813559325,25.63525563582179,59
2025-10-16T20:24:13.351,14,803,730,796.9152542372881,643.0338983050848,49.99093281762073,59
2025-10-16T20:24:19.783,23,1695,998,1633.2333333333333,957.85,25.028777881115612,60
2025-10-16T20:24:26.205,20,803,998,765.9152542372881,892.4915254237288,33.89798304931778,59
2025-10-16T20:24:32.604,12,208,730,221.06896551724137,701.7758620689655,42.39343848563075,58
2025-10-16T20:24:39.010,13,506,730,546.7627118644068,633.2372881355932,40.39159082062003,59
2025-10-16T20:24:45.425,1,506,194,549.5,145.1551724137931,26.534981286347747,58
2025-10-16T20:24:51.838,0,208,194,211.03333333333333,117.86666666666666,46.49639173575133,60
2025-10-16T20:24:58.272,7,506,462,492.1864406779661,433.9491525423729,40.36355895727962,59
2025-10-16T20:25:04.677,19,506,998,528.8135593220339,907.9152542372881,62.46077079685918,59
2025-10-16T20:25:11.097,2,803,194,843.8,160.7,30.03725464596701,60
2025-10-16T20:25:17.506,22,1398,998,1338.982142857143,897.9107142857143,20.65167569916963,56
