x,y
1660,493
1667,513
1676,512
1695,506
1708,513
1699,528
1677,517
1679,504
1680,512
1664,528
1642,529
1658,531
1675,507
1680,484
1677,483
1667,500
1663,517
1659,509
1665,506
1667,501
1662,501
1666,490
1675,482
1674,469
1672,453
1664,445
1649,433
1650,430
1654,437
1664,438
1659,435
1654,426
1649,434
1639,428
1624,430
1629,434
1627,452
1625,471
1626,495
1653,499
1653,490
1665,469
1662,474
1672,484
1678,497
1675,488
1659,474
1659,485
1666,483
1664,479
1667,473
1670,460
1654,463
1647,467
1651,458
1636,469
1624,458
1627,470
1640,495
1631,500
1656,516
1668,521
1682,516
1677,507
1688,500
1695,484
1695,459
1680,444
1685,453
1682,461
1642,465
1630,457
1620,460
1620,454
1621,450
1617,464
1626,470
1623,479
1620,469
1622,455
1630,445
1641,445
1661,456
1691,480
1705,490
1701,495
1694,492
1702,482
1691,466
1690,461
1694,458
1686,466
1674,469
1678,457
1675,461
1677,460
1685,462
1692,470
1696,485
1657,484
1630,480
1606,496
1609,483
1610,459
1615,457
1612,474
1628,483
1655,473
1663,457
1669,462
1665,459
1645,455
1637,450
1628,439
1630,441
1628,457
1624,457
1619,460
1622,466
