x,y
452,443
445,457
462,445
511,416
512,414
503,410
507,414
497,410
487,411
467,413
481,417
494,411
512,419
509,428
524,425
527,423
531,420
533,428
535,430
524,436
494,433
471,435
442,440
430,456
425,460
433,453
443,448
456,447
482,442
486,432
492,419
491,416
491,420
486,428
489,430
511,433
528,431
558,425
561,417
557,412
552,411
529,434
513,455
501,470
505,468
518,473
534,479
521,476
475,467
445,468
432,468
440,457
446,446
456,434
470,424
486,413
495,408
492,402
490,403
493,398
496,400
479,403
466,422
456,442
462,442
455,440
444,445
443,447
438,455
438,460
437,461
434,466
439,462
443,458
456,441
474,435
489,429
503,429
517,400
556,391
567,385
552,392
534,402
526,403
517,404
505,400
499,406
503,407
508,398
509,399
515,397
525,385
526,386
506,400
495,401
495,410
512,425
516,430
511,430
495,437
477,454
461,455
455,454
444,461
445,462
449,475
448,463
450,432
452,406
454,395
447,383
457,389
486,382
497,371
495,372
483,390
491,422
501,441
518,438
