x,y
813,584
816,611
821,641
816,635
824,630
820,612
820,606
831,608
816,596
800,628
777,670
770,674
771,684
773,687
760,692
729,686
751,694
744,691
747,684
767,685
781,681
800,686
796,686
789,690
807,687
808,663
818,617
817,601
825,600
823,611
810,623
815,619
820,615
821,623
818,614
823,599
807,614
788,642
777,659
766,684
742,702
729,705
733,703
740,695
800,671
833,642
842,644
841,650
829,639
833,639
819,658
803,674
785,625
791,564
799,549
802,561
808,584
808,596
806,626
804,647
802,662
796,654
779,632
790,637
806,661
820,684
817,690
820,697
836,687
845,691
849,698
835,705
821,698
797,654
803,629
828,627
849,623
853,605
853,605
851,608
868,614
867,623
833,631
790,655
772,668
757,682
743,685
744,682
755,671
772,666
756,666
749,677
743,689
750,692
781,687
805,688
845,661
822,637
785,632
758,642
782,645
804,640
833,647
850,643
859,639
840,639
825,641
830,641
819,631
816,625
813,622
829,631
849,628
863,633
854,669
849,700
837,712
833,692
837,661
