x,y
1087,523
1090,529
1096,528
1090,524
1086,519
1080,510
1077,504
1080,491
1085,485
1082,479
1076,484
1072,485
1061,483
1084,481
1094,481
1101,481
1090,475
1096,487
1085,500
1089,506
1079,492
1057,484
1047,475
1058,477
1049,484
1085,508
1072,516
1059,526
1074,525
1069,521
1073,518
1074,521
1081,531
1069,512
1082,482
1092,459
1101,467
1094,471
1072,493
1062,501
1066,467
1073,451
1072,468
1064,498
1064,502
1055,495
1043,485
1042,482
1041,490
1042,490
1045,485
1046,491
1043,502
1045,506
1045,511
1042,512
1049,523
1052,536
1050,538
1054,531
1066,508
1087,478
1088,484
1074,481
1064,475
1058,464
1044,475
1053,483
1075,505
1085,507
1092,510
1098,502
1095,501
1084,479
1070,463
1063,457
1072,459
1087,460
1102,466
1106,481
1116,498
1109,505
1112,513
1110,528
1091,530
1076,518
1056,505
1052,492
1049,496
1048,483
1039,467
1038,458
1039,458
1038,460
1040,463
1052,462
1055,462
1052,462
1047,462
1031,461
1033,448
1037,431
1047,424
1055,433
1084,437
1081,419
1064,403
1060,401
1067,400
1070,412
1063,435
1060,441
1059,449
1064,457
1066,444
1080,418
1093,411
1100,423
1105,431
