x,y
813,333
808,332
812,327
817,335
814,335
810,341
811,345
803,346
792,336
799,343
809,345
805,349
813,339
833,346
855,358
868,371
876,375
850,402
837,426
846,431
857,415
848,416
846,434
836,446
838,463
842,453
849,439
839,435
827,431
810,419
821,408
839,400
845,402
841,408
831,397
845,389
848,400
847,395
843,395
847,402
836,411
831,403
832,399
831,400
835,404
828,397
819,392
807,396
812,391
822,402
832,436
824,459
798,452
783,461
787,462
789,470
787,448
790,427
796,411
804,397
814,373
818,354
813,353
813,356
825,365
825,367
821,369
822,378
821,376
820,371
819,362
814,379
808,398
801,416
802,420
794,435
793,451
785,475
766,453
759,437
758,434
770,437
789,450
812,466
832,464
822,461
811,448
799,426
811,416
820,404
799,405
786,406
782,410
778,410
783,411
786,408
786,408
787,408
790,409
788,410
804,413
811,412
817,415
803,416
795,412
782,399
780,396
757,405
748,412
757,411
768,410
777,400
798,405
789,403
794,401
804,406
817,402
811,413
807,436
