x,y
207,1031
178,1026
179,1014
166,989
151,1003
161,1008
143,1034
131,1040
134,1048
119,1057
114,1075
120,1085
130,1064
146,1034
133,1009
124,990
123,975
120,982
123,978
122,964
126,968
141,973
127,939
127,945
115,962
145,975
164,980
166,948
169,924
170,918
149,941
123,968
94,966
87,954
91,957
103,949
97,944
89,949
100,954
99,960
90,959
94,955
117,953
102,954
96,947
83,937
85,934
82,936
67,948
86,956
115,952
130,965
151,956
163,940
155,923
145,914
143,932
140,959
147,975
154,979
161,962
168,960
167,956
152,951
148,964
127,963
103,953
91,953
85,969
79,990
65,998
72,989
81,985
81,981
82,984
67,972
63,953
83,935
90,950
87,981
95,988
93,981
86,969
90,967
98,957
111,963
114,968
127,973
138,990
131,1006
119,1017
110,1010
106,1024
61,1050
85,1032
105,1012
124,1010
129,1040
129,1059
122,1050
114,1050
113,1061
116,1056
109,1049
98,1029
106,1011
114,986
96,964
101,937
113,911
149,914
166,917
166,918
169,924
171,935
178,946
191,959
214,967
236,962
