x,y
1689,724
1669,713
1645,725
1626,701
1624,684
1633,675
1648,659
1634,636
1629,640
1615,652
1609,652
1628,645
1620,649
1610,657
1609,648
1598,623
1586,633
1595,655
1599,669
1605,677
1608,677
1601,671
1617,667
1618,656
1623,672
1629,676
1613,659
1608,639
1603,627
1608,640
1601,655
1609,688
1611,688
1628,680
1628,680
1634,704
1627,716
1625,723
1624,718
1624,711
1596,719
1592,713
1576,709
1580,700
1572,710
1605,723
1616,710
1605,700
1617,700
1630,720
1633,735
1637,726
1660,699
1651,659
1639,643
1635,643
1637,654
1634,684
1648,709
1660,711
1652,708
1655,706
1651,704
1658,703
1657,710
1651,714
1659,708
1631,698
1621,646
1608,611
1631,623
1627,648
1622,685
1621,703
1614,714
1618,723
1628,738
1645,749
1645,746
1605,734
1598,722
1603,706
1587,700
1603,699
1624,737
1646,770
1642,775
1624,769
1607,762
1606,755
1604,752
1601,731
1590,714
1600,723
1599,734
1600,732
1597,721
1595,721
1582,709
1581,701
1588,697
1597,694
1599,710
1600,719
1602,720
1594,704
1592,693
1611,701
1656,700
1681,702
1671,720
1655,744
1643,747
1636,748
1651,737
1645,741
1652,747
1643,764
1642,763
1643,764
