x,y
1406,201
1426,208
1426,226
1414,255
1413,272
1418,270
1418,270
1431,262
1440,237
1444,242
1429,254
1424,264
1405,255
1399,250
1387,246
1388,236
1385,231
1390,231
1399,227
1405,222
1417,215
1428,213
1435,218
1433,217
1422,205
1420,187
1421,185
1414,190
1424,211
1424,218
1421,209
1410,209
1408,209
1410,209
1419,204
1410,222
1406,229
1410,233
1420,239
1419,242
1412,245
1420,229
1423,194
1416,178
1411,173
1424,175
1418,180
1420,196
1451,195
1454,191
1417,186
1409,180
1402,180
1396,184
1395,194
1406,209
1414,212
1412,212
1411,240
1411,245
1409,255
1400,264
1386,272
1400,259
1411,233
1402,243
1369,249
1357,255
1358,260
1368,260
1378,253
1382,249
1389,251
1402,257
1404,256
1391,237
1390,215
1386,187
1378,181
1371,168
1371,173
1373,175
1374,168
1373,161
1378,165
1374,177
1370,168
1364,186
1361,202
1363,223
1362,239
1366,250
1381,258
1388,260
1397,261
1397,272
1395,281
1393,276
1383,267
1361,266
1358,273
1343,281
1342,279
1359,276
1366,281
1356,289
1345,293
1356,296
1356,290
1349,280
1327,285
1334,288
1342,274
1362,255
1375,244
1385,237
1387,238
1377,239
1364,238
