x,y
1764366997.5291963,710,1006
1764366997.564121,707,1004
1764366997.5945776,741,862
1764366997.628923,753,684
1764366997.6634293,765,678
1764366997.6996253,768,705
1764366997.7343102,769,716
1764366997.7638142,814,569
1764366997.793685,805,175
1764366997.8336167,899,65
1764366997.8633342,1056,63
1764366997.898932,1045,29
1764366997.9334478,1068,83
1764366997.9642005,1075,116
1764366998.00504,1081,67
1764366998.033533,1083,77
1764366998.069532,1069,94
1764366998.1040103,1079,75
1764366998.1434166,1076,68
1764366998.1890874,1209,35
1764366998.223595,1315,15
1764366998.2582994,1326,13
1764366998.2883735,1326,16
1764366998.3193572,1326,11
1764366998.3540695,1319,10
1764366998.3895276,1146,66
1764366998.419767,1142,-21
1764366998.4541717,1325,2
1764366998.4840767,1403,-23
1764366998.5188358,-119,-523
1764366998.5492144,1416,-26
1764366998.5792105,-369,-544
1764366998.6090665,1417,-31
1764366998.638912,1415,-21
1764366998.6692517,1420,-24
1764366998.708946,1418,-18
1764366998.739108,1413,-21
1764366998.768356,1345,49
1764366998.8082862,1353,46
1764366998.8387783,1349,47
1764366998.8691268,1348,45
1764366998.9038677,1349,65
1764366998.9389079,1351,60
1764366998.9736817,1351,63
1764366999.0050635,1355,67
1764366999.0342546,1358,68
1764366999.073789,1357,75
1764366999.1043084,1365,92
1764366999.1343071,1393,128
1764366999.1742373,1407,158
1764366999.2135205,1423,195
1764366999.248992,1422,191
1764366999.288581,1422,195
1764366999.323693,1445,233
1764366999.354556,1449,235
1764366999.3835244,388,-1769
1764366999.413686,1442,238
1764366999.4442477,1441,235
1764366999.4739835,1445,293
