x,y
1764367035.8836186,785,187
1764367035.9140415,785,186
1764367035.9440064,797,123
1764367035.9735942,797,99
1764367036.0084553,1365,1353
1764367036.0385134,802,99
1764367036.0686548,806,106
1764367036.0991797,805,107
1764367036.128425,1368,1357
1764367036.169514,1369,1359
1764367036.1988983,861,141
1764367036.2344456,882,159
1764367036.2688565,881,171
1764367036.2988985,1375,1363
1764367036.3383107,884,168
1764367036.3696046,1374,1363
1764367036.4014378,882,168
1764367036.454203,1375,1361
1764367036.4883933,916,216
1764367036.5137568,1228,436
1764367036.5384498,1431,553
1764367036.5686657,1409,543
1764367036.6040149,1397,533
1764367036.6342552,1376,529
1764367036.668615,1378,526
1764367036.7084827,1376,523
1764367036.7386973,1374,524
1764367036.7686403,1328,539
1764367036.8041239,1333,546
1764367036.8488572,1332,545
1764367036.8910136,1322,542
1764367036.9185731,1311,529
1764367036.9589753,1306,534
1764367037.0003054,1306,533
1764367037.0343285,1308,526
1764367037.076754,1315,510
1764367037.1096785,1314,508
1764367037.1487334,1312,510
1764367037.1734333,1149,569
1764367037.2039,1144,566
1764367037.2344158,1139,568
1764367037.2640302,1126,572
1764367037.294444,1128,560
1764367037.3249855,1128,552
1764367037.3533132,1127,552
1764367037.3845735,1133,551
1764367037.413727,1127,557
1764367037.4444413,1129,557
1764367037.4796238,1124,557
1764367037.509076,1129,551
1764367037.5400937,1128,541
1764367037.578893,1129,538
1764367037.6091087,1125,542
1764367037.63888,1132,546
1764367037.6740055,1131,548
1764367037.7083325,1137,544
1764367037.7396593,1142,537
1764367037.7790527,1143,532
1764367037.8094707,1146,531
1764367037.8439577,1141,537
