x,y
1764367101.8945625,459,798
1764367101.934272,450,816
1764367101.9643326,445,824
1764367101.989179,448,823
1764367102.0187466,459,808
1764367102.048347,464,803
1764367102.0783882,461,797
1764367102.1138122,454,802
1764367102.1487513,446,806
1764367102.1882741,443,826
1764367102.2149935,418,812
1764367102.2484083,429,816
1764367102.2834272,435,803
1764367102.3137784,432,789
1764367102.349113,429,776
1764367102.384202,424,766
1764367102.414007,423,770
1764367102.454241,411,772
1764367102.4841385,413,785
1764367102.5185494,411,797
1764367102.5494213,417,799
1764367102.5837595,405,797
1764367102.6136556,416,795
1764367102.6539671,412,791
1764367102.684788,422,787
1764367102.7246354,419,782
1764367102.7533543,390,767
1764367102.7886345,400,765
1764367102.8242788,402,765
1764367102.8603666,409,760
1764367102.893983,410,756
1764367102.9285736,401,772
1764367102.9687884,387,793
1764367103.003349,392,794
1764367103.0390105,396,772
1764367103.0692043,400,758
1764367103.0987995,415,774
1764367103.1292174,412,789
1764367103.1603758,413,787
1764367103.1894608,397,793
1764367103.2190707,383,774
1764367103.2587142,383,769
1764367103.289696,381,768
1764367103.319888,388,766
1764367103.3586018,385,758
1764367103.3892467,367,756
1764367103.428656,365,769
1764367103.4589882,368,788
1764367103.4889617,364,797
1764367103.5282726,360,795
1764367103.5586486,349,782
1764367103.5891743,349,778
1764367103.6243405,350,775
1764367103.653615,355,763
1764367103.6936746,362,759
1764367103.7242715,389,786
1764367103.7543733,434,820
1764367103.7947705,437,825
1764367103.8243153,435,819
1764367103.8541331,444,809
1764367103.8941636,449,810
1764367103.928341,458,804
1764367103.9641135,468,797
1764367103.9987433,478,790
1764367104.0285082,483,783
1764367104.0642083,506,778
1764367104.1044776,544,757
1764367104.1340609,546,743
1764367104.1637347,555,726
1764367104.1936088,564,699
1764367104.2286143,525,694
1764367104.258943,511,671
1764367104.2883043,506,670
1764367104.328791,529,666
1764367104.3585002,552,684
1764367104.3942726,552,692
1764367104.4294794,549,691
1764367104.4584396,502,695
1764367104.5091066,481,696
1764367104.5442395,478,693
1764367104.5741076,474,686
1764367104.6082752,471,694
1764367104.6345851,465,727
1764367104.6634865,463,759
1764367104.698373,459,765
1764367104.7286541,452,762
1764367104.778684,442,749
1764367104.8190606,415,817
1764367104.8433669,419,825
1764367104.8687677,419,838
1764367104.8997436,423,848
1764367104.9337046,423,852
1764367104.964113,419,868
1764367104.9935958,416,866
1764367105.0339751,415,865
1764367105.0691397,412,861
1764367105.1041317,411,859
1764367105.1383789,414,846
1764367105.1741033,416,845
1764367105.2084756,420,843
1764367105.2487438,425,823
1764367105.2937603,426,805
1764367105.324337,414,776
1764367105.364345,420,779
1764367105.3988504,429,794
1764367105.435239,433,798
1764367105.4595346,420,828
1764367105.4895043,416,830
1764367105.5186193,405,858
1764367105.5541184,406,861
1764367105.584202,414,862
1764367105.6088734,417,863
1764367105.6393275,419,859
1764367105.6690457,414,860
1764367105.7143645,415,855
1764367105.7539606,413,851
1764367105.7736728,415,844
1764367105.8041117,455,773
1764367105.8338237,466,682
1764367105.868608,465,668
