x,y
1764366978.3403738,1415,1324
1764366978.3856125,-1960,-6305
1764366978.4245362,1517,326
1764366978.4634933,1527,319
1764366978.5038686,1535,307
1764366978.533468,1540,303
1764366978.5735135,1538,303
1764366978.5985196,1538,294
1764366978.6288373,1540,294
1764366978.6682882,1538,294
1764366978.6984432,1534,300
1764366978.7333333,1385,301
1764366978.763627,-614,-3195
1764366978.7983153,1194,-1553
1764366978.8336902,1744,-1627
1764366978.8637528,1938,-1697
1764366978.900197,1918,-2141
1764366978.938641,1555,-933
1764366978.9783216,1458,-1325
1764366979.0136626,812,-1120
1764366979.0482907,1245,283
1764366979.073997,-36,-1325
1764366979.109349,1005,-508
1764366979.1387064,1245,305
1764366979.1744316,1241,299
1764366979.2037554,1240,271
1764366979.233323,1238,270
1764366979.2790303,1226,271
1764366979.3196685,1210,234
1764366979.3438988,1013,111
1764366979.374358,1201,211
1764366979.4186163,1198,216
1764366979.454329,1176,263
1764366979.4884894,1174,258
1764366979.5281365,1143,305
1764366979.5643384,1043,278
1764366979.5991364,1056,270
1764366979.6384873,1039,296
1764366979.6639454,1022,327
1764366979.6942377,1020,338
1764366979.7241292,1002,347
1764366979.7488966,984,348
1764366979.783802,990,339
1764366979.8141904,1005,324
1764366979.8436706,1019,310
1764366979.8784409,1019,308
1764366979.9094217,1010,312
1764366979.9389117,1002,329
1764366979.9684734,989,341
1764366980.0082908,995,342
1764366980.0387428,1001,339
1764366980.07435,1015,322
1764366980.1036026,1021,317
1764366980.1341157,1019,322
1764366980.1744173,1011,337
1764366980.2043073,1004,351
1764366980.2341664,990,353
1764366980.273562,983,356
