x,y
1764367082.6934497,1771,530
1764367082.7283094,1769,536
1764367082.7534955,1786,560
1764367082.7842016,1792,562
1764367082.813833,1779,559
1764367082.8494103,1773,555
1764367082.8784022,1775,548
1764367082.9138958,1770,555
1764367082.9488094,1759,555
1764367082.9791677,1751,547
1764367083.0141783,1750,543
1764367083.0486097,1743,550
1764367083.0838861,1740,553
1764367083.123355,1745,550
1764367083.1584206,1753,551
1764367083.204201,1767,544
1764367083.2392323,1766,549
1764367083.2644002,1753,554
1764367083.2935889,1751,544
1764367083.32925,1741,556
1764367083.3642907,1718,565
1764367083.3886607,1720,564
1764367083.4190738,1736,559
1764367083.4539711,1740,565
1764367083.4842238,1727,595
1764367083.5232792,1709,595
1764367083.5490103,1681,601
1764367083.5854373,1681,593
1764367083.6241796,1683,593
1764367083.6600852,1692,573
1764367083.6838634,1707,568
1764367083.7137473,1720,565
1764367083.7541714,1726,547
1764367083.7843115,1729,549
1764367083.8244092,1721,544
1764367083.8535452,1715,538
1764367083.8837762,1705,538
1764367083.9191217,1705,531
1764367083.953367,1694,539
1764367083.993643,1697,535
1764367084.0243456,1695,522
1764367084.0543132,1698,522
1764367084.0887468,1692,530
1764367084.1191967,1688,521
1764367084.1483414,1700,501
1764367084.1883254,1713,514
1764367084.2243426,1735,512
1764367084.2638838,1717,489
1764367084.2984545,1708,481
1764367084.333834,1714,488
1764367084.36423,1717,494
1764367084.3937423,1706,490
1764367084.4242394,1705,491
1764367084.453987,1706,494
1764367084.4994717,1713,489
1764367084.5384486,1718,479
1764367084.5643427,1725,478
1764367084.589026,1721,475
1764367084.6391222,1724,474
1764367084.6734567,1717,485
1764367084.699543,1734,473
1764367084.7242107,1733,474
1764367084.753795,1747,466
1764367084.793566,1765,428
1764367084.8384256,1788,402
1764367084.8786533,1777,403
1764367084.9041128,1763,430
1764367084.9340882,1769,425
1764367084.9636757,1760,432
1764367084.9894538,1703,475
1764367085.0234947,1688,482
1764367085.0588062,1679,502
1764367085.0941758,1679,515
1764367085.1236658,1685,521
1764367085.1589231,1689,521
1764367085.1933358,1689,515
1764367085.2288413,1679,513
1764367085.263392,1678,512
1764367085.3040855,1739,515
1764367085.344086,1728,476
1764367085.388839,1715,445
1764367085.418882,1701,441
1764367085.4537601,1699,441
1764367085.4803402,1709,432
1764367085.5082743,1702,431
1764367085.5393865,1632,468
1764367085.5690691,1613,512
1764367085.599034,1604,549
1764367085.6284778,1609,555
1764367085.660465,1610,551
1764367085.7091918,1603,540
1764367085.7484045,1605,536
1764367085.7744646,1606,521
1764367085.813735,1631,528
1764367085.8540702,1654,498
1764367085.8738997,1665,475
1764367085.9043276,1663,473
1764367085.933845,1663,487
1764367085.9636972,1644,549
1764367085.994088,1603,680
1764367086.0334249,1606,717
1764367086.0639732,1643,694
1764367086.0937555,1661,653
1764367086.1334429,1675,648
1764367086.164118,1683,650
1764367086.2096548,1685,657
1764367086.2493963,1685,657
1764367086.2689066,1680,659
1764367086.3044167,1677,653
1764367086.3341985,1679,649
1764367086.368885,1682,648
1764367086.403589,1684,650
1764367086.4401665,1687,798
1764367086.473618,1679,665
1764367086.5092764,1713,624
1764367086.544263,1722,597
1764367086.573487,1726,599
1764367086.604,1740,593
1764367086.63424,1751,584
1764367086.6637137,1757,585
