x,y
1764366971.9436126,968,414
1764366971.9784682,865,435
1764366972.0033603,824,435
1764366972.0395591,812,417
1764366972.0693314,813,425
1764366972.0987191,807,409
1764366972.128939,812,389
1764366972.1585462,816,381
1764366972.2043016,828,395
1764366972.2437537,834,390
1764366972.2688289,833,408
1764366972.300666,829,415
1764366972.338496,840,414
1764366972.3783937,1256,405
1764366972.4036317,1676,412
1764366972.4355552,1782,421
1764366972.4639153,1782,424
1764366972.4939823,1775,439
1764366972.533768,1785,435
1764366972.5639126,1804,437
1764366972.5942278,1812,445
1764366972.6340876,1809,451
1764366972.664246,1788,455
1764366972.7044227,1784,445
1764366972.739923,1765,436
1764366972.7784991,1774,431
1764366972.8187985,1820,411
1764366972.854153,1835,425
1764366972.8837533,1835,432
1764366972.9142082,1838,438
1764366972.9437366,1840,435
1764366972.9739988,1858,434
1764366973.00337,1787,419
1764366973.0388534,1805,416
1764366973.0692544,1811,413
1764366973.0999403,1806,411
1764366973.1342466,1793,409
1764366973.173854,1783,404
1764366973.2036192,1776,403
1764366973.233792,1787,402
1764366973.2842183,1776,408
1764366973.3240223,1534,409
1764366973.3441548,1524,406
1764366973.3794923,1507,409
1764366973.408287,1507,395
1764366973.4336536,4069,-220
1764366973.4637673,1494,403
1764366973.5202217,4079,-236
1764366973.5583372,1479,396
1764366973.5854762,1476,397
1764366973.623523,6225,-1899
1764366973.663642,6249,-2604
1764366973.6882899,1477,396
1764366973.7138236,4755,-339
1764366973.7486327,1482,393
1764366973.7787607,1489,392
1764366973.8089504,1492,391
1764366973.8438232,1492,392
1764366973.883708,1490,390
