target_x,target_y,origin_gaze_x,origin_gaze_y,file_prefix,trial_id,point_num,spread,pred_similarity_x,pred_similarity_y,pred_poly_x,pred_poly_y,pred_rbf_multiquadric_s0.0_x,pred_rbf_multiquadric_s0.0_y,pred_rbf_multiquadric_s1.0_x,pred_rbf_multiquadric_s1.0_y,pred_rbf_multiquadric_s2.0_x,pred_rbf_multiquadric_s2.0_y,pred_rbf_thin_plate_s1.0_x,pred_rbf_thin_plate_s1.0_y,pred_tps_x,pred_tps_y,pred_sim_rbf_multiquadric_s0.0_x,pred_sim_rbf_multiquadric_s0.0_y,pred_sim_rbf_multiquadric_s1.0_x,pred_sim_rbf_multiquadric_s1.0_y,pred_sim_rbf_multiquadric_s2.0_x,pred_sim_rbf_multiquadric_s2.0_y,pred_sim_rbf_thin_plate_s1.0_x,pred_sim_rbf_thin_plate_s1.0_y,pred_sim_tps_x,pred_sim_tps_y,pred_pwa_x,pred_pwa_y,pred_sim_pwa_x,pred_sim_pwa_y
448.0,461.0,441.5547826086956,460.10405797101447,17_1,63,5,46.74666683909704,446.5299936491898,460.73195677152216,438.55245347719006,462.2918288447106,448.0018040930706,460.99956578351447,448.8504061870569,458.70419894935657,448.8905643117284,458.1347856819986,447.82554439658696,461.7377190027375,447.82554439658696,461.7377190027375,448.0028940398148,460.99758177152216,448.85040656764215,458.70419836955443,448.89056506774534,458.1347846874469,447.8255470354012,461.7377143417889,447.8255470354012,461.7377143417889,446.5299936491898,460.73195677152216,448.89056506774534,458.1347846874469
768.0,614.0,748.0542424242426,623.9169696969698,2_3,3,1,68.6502144965087,751.9550633240618,621.9493936961841,742.0170413606539,624.3167024281953,768.0000432054926,614.0004657907198,761.9900243537954,608.4927382740666,761.7506865419687,608.1892658398592,766.7874770681788,613.0214503211687,766.7874770681788,613.0214503211687,768.0009617615618,614.0000528758716,761.9900253036852,608.492738737648,761.7506885847141,608.1892668535776,766.7874765206255,613.0214490359973,766.7874765206255,613.0214490359973,751.9550633240618,621.9493936961841,761.7506885847141,608.1892668535776
747.0,597.0,709.9630813953488,633.2622093023256,9_2,90,5,157.45595117742835,714.1497873299494,631.4316402488512,704.6946233681549,632.4244094020759,746.9995804187863,597.0006126226381,710.2782897142331,649.3958749233325,710.3962943961712,648.1820215172629,750.606329834184,591.83266032352,750.606329834184,591.83266032352,747.0006174080744,597.0007320457262,710.2782923216208,649.3958763629244,710.3962996402132,648.1820243693519,750.6063298218622,591.8326617294115,750.6063298218622,591.8326617294115,714.1497873299494,631.4316402488512,710.3962996402132,648.1820243693519
704.0,461.0,692.9333333333333,440.4162162162162,12_2,86,2,70.28692864502173,696.2372352430275,439.87767819486606,688.9673643895163,445.4187992140983,704.000410970052,461.0008109427787,696.7525980296892,455.3742114263656,696.4567237024925,453.55143843044846,700.634307082494,425.4223261393405,700.634307082494,425.4223261393405,704.0006324598244,460.99974850736606,696.752599144711,455.374211170563,696.4567260784397,453.5514378842283,700.6343068429878,425.4223252626513,700.6343068429878,425.4223252626513,696.2372352430275,439.87767819486606,696.4567260784397,453.5514378842283
683.0,410.0,654.8275362318842,408.53681159420296,9_1,135,5,49.78053295035188,658.2059565017667,408.39287943835683,650.8375785741844,413.9292390413718,683.0009981459467,410.00092292232796,683.5298108507365,408.68312725376666,682.3613256928394,408.5226478637816,683.0940600997297,409.7702474634199,683.0940600997297,409.7702474634199,683.0011225173917,410.00005717273183,683.5298446688898,408.68311097720965,682.3613892159019,408.52261690881863,683.0940598676648,409.7702466964287,683.0940598676648,409.7702466964287,658.2059565017667,408.39287943835683,682.3613892159019,408.52261690881863
597.0,410.0,597.1027027027027,404.4096096096096,7_1,107,2,68.19414435102664,600.8205507825322,404.5875537733688,592.8577246713012,409.7234523588425,597.0018726245777,410.00036888695337,596.4238280952715,407.4893411124281,596.0417088744754,407.3985747116704,594.7527026788608,403.56287353611566,594.7527026788608,403.56287353611566,597.0004824231572,409.9991748671188,596.4238274936687,407.48934142531806,596.041707487186,407.3985755367291,594.752702040524,403.5628726224556,594.752702040524,403.5628726224556,600.8205507825322,404.5875537733688,596.041707487186,407.3985755367291
768.0,410.0,777.0564564564563,396.5732732732732,7_2,65,3,95.87684617337051,779.6099660661621,395.87711320238554,774.0047018942315,401.9993102061709,768.0006703236438,409.9993596990544,773.3923657822872,405.6256441926717,773.7727395102538,405.3156011303341,767.416104684148,410.4900775273282,767.416104684148,410.4900775273282,768.0003469255371,410.00028214769804,773.3923707322124,405.625643587239,773.7727521549739,405.31559947579603,767.4161050584717,410.49007765369856,767.4161050584717,410.49007765369856,779.6099660661621,395.87711320238554,773.7727521549739,405.31559947579603
832.0,461.0,839.3846846846848,466.2126126126126,12_4,48,4,122.3142532124678,841.9060484193836,464.7617195444164,835.2486814656531,471.372186290439,832.0000411299973,460.9997219876126,831.8737225074235,461.6743825988664,831.7734629044564,461.41037013712173,832.002318981102,460.9943963126019,832.002318981102,460.9943963126019,832.0010191225086,461.0004890756664,831.8737206538448,461.67438188288,831.7734572604771,461.41036835443634,832.0023187421833,460.99439748097035,832.0023187421833,460.99439748097035,841.9060484193836,464.7617195444164,831.7734572604771,461.41036835443634
533.0,597.0,527.6294294294295,593.3882882882883,10_3,123,4,54.684338723272504,532.7506152096674,592.7420693882146,526.3395433353339,590.3390909297319,533.001621812242,596.9994943429758,530.8116719480632,598.8123455683956,530.7060363662687,598.8236300604397,383.1015235480246,734.2127447416117,383.1015235480246,734.2127447416117,533.0001269284174,596.9997598179021,530.811672077556,598.8123455347364,530.7060366224468,598.823629995046,383.10152396592355,734.2127475984731,383.10152396592355,734.2127475984731,532.7506152096674,592.7420693882146,530.7060366224468,598.823629995046
683.0,478.0,683.7222222222222,474.61771771771777,1_3,119,1,27.18789075496118,687.2590980137857,473.91277588213416,679.6111533069259,478.89077794733697,683.000008477105,477.99996564252245,687.736831229121,472.4321429567471,687.9609507336916,472.58877161199206,676.557117415799,496.0940764294373,676.557117415799,496.0940764294373,683.0002631749185,477.99892700518103,687.7368315773952,472.43214289944126,687.9609515039253,472.5887714861665,676.5571170057328,496.0940760454032,676.5571170057328,496.0940760454032,687.2590980137857,473.91277588213416,687.9609515039253,472.5887714861665
