x,y
1764471894.3707166,206,620
1764471894.4220462,203,604
1764471894.4517114,209,614
1764471894.4815855,210,644
1764471894.5258725,209,625
1764471894.5611405,199,610
1764471894.585611,192,626
1764471894.6108787,187,631
1764471894.641134,187,627
1764471894.6707318,199,615
1764471894.7059464,220,623
1764471894.7414796,238,612
1764471894.7818654,247,593
1764471894.8115044,236,587
1764471894.841654,227,599
1764471894.8914135,231,611
1764471894.9306474,237,622
1764471894.9515958,252,646
1764471894.9807048,252,645
1764471895.011115,244,644
1764471895.0465949,239,632
1764471895.086891,227,624
1764471895.1266396,208,616
1764471895.1557558,196,610
1764471895.185638,228,612
1764471895.2158718,237,607
1764471895.2457042,231,617
1764471895.2761273,217,604
1764471895.3262901,206,598
1764471895.366479,201,592
1764471895.3856142,205,611
1764471895.4168615,212,610
1764471895.4462926,210,604
1764471895.4914258,218,610
1764471895.5362024,210,617
1764471895.5708678,191,606
1764471895.6108105,185,581
1764471895.650566,218,589
1764471895.686495,243,603
1764471895.7258337,241,590
1764471895.7663891,230,569
1764471895.801209,200,581
1764471895.840887,191,613
1764471895.8764336,186,625
1764471895.9163852,182,626
1764471895.9513805,171,623
1764471895.9861603,166,623
1764471896.0176046,192,612
1764471896.050976,191,595
1764471896.0805764,193,597
1764471896.1215026,204,599
1764471896.1617568,219,606
1764471896.2011015,221,607
1764471896.2365594,232,598
1764471896.2617297,239,573
1764471896.29067,242,567
1764471896.321046,244,584
1764471896.3516934,242,586
1764471896.3862667,216,584
1764471896.4157352,195,578
1764471896.446735,198,592
1764471896.4858801,204,593
1764471896.5161152,220,570
1764471896.5560176,228,558
1764471896.5809305,225,568
1764471896.6205795,208,574
1764471896.6505718,207,577
1764471896.686229,214,574
1764471896.7164311,219,570
1764471896.756256,224,568
1764471896.781419,228,565
1764471896.840683,223,563
1764471896.8758848,209,557
1764471896.905641,197,549
1764471896.936316,199,551
1764471896.9659762,211,546
1764471896.9956915,227,546
1764471897.0261352,230,550
1764471897.0608144,225,552
1764471897.095591,211,545
1764471897.1207802,193,545
1764471897.150849,186,556
1764471897.190961,198,562
1764471897.2216058,209,562
1764471897.2635658,197,566
1764471897.301403,183,567
1764471897.3459566,183,577
1764471897.3708465,178,577
1764471897.400536,169,567
1764471897.4308755,167,571
1764471897.4757695,164,574
1764471897.5163684,164,563
1764471897.5358167,169,551
1764471897.565668,173,558
1764471897.5976772,169,569
1764471897.635791,174,577
1764471897.6756203,179,562
1764471897.7011347,192,559
1764471897.7309945,192,559
1764471897.7607703,198,566
1764471897.791039,204,572
1764471897.8262625,204,574
1764471897.8557994,194,574
1764471897.8955636,184,571
1764471897.9256713,173,581
1764471897.9556572,167,592
1764471897.9964201,168,594
1764471898.0256834,173,587
1764471898.0655065,180,594
1764471898.096246,185,585
1764471898.1268713,180,580
1764471898.181477,178,596
1764471898.221308,172,616
1764471898.2457623,146,593
1764471898.2762742,160,595
1764471898.3056967,175,610
1764471898.335501,189,635
