x,y
1723,602
1722,604
1725,596
1729,591
1729,597
1700,595
1684,596
1661,600
1635,606
1623,612
1626,611
1628,609
1635,606
1649,602
1652,610
1651,612
1657,621
1657,615
1653,603
1650,589
1655,595
1648,593
1652,598
1640,596
1633,599
1626,599
1628,587
1630,587
1635,590
1640,598
1642,602
1644,610
1650,610
1648,609
1656,603
1663,592
1665,584
1668,582
1678,581
1684,578
1687,569
1686,562
1683,549
1672,548
1662,555
1646,552
1649,554
1648,552
1654,549
1709,539
1699,535
1711,533
1722,533
1728,530
1718,545
1709,550
1706,546
1703,555
1703,563
1703,563
1705,565
1694,563
1680,559
1676,550
1672,546
1690,546
1727,551
1740,550
1741,548
1738,543
1731,555
1722,562
1728,549
1731,547
1723,541
1724,542
1731,545
1751,553
1761,556
1758,566
1753,564
1743,550
1742,532
1752,525
1760,522
1761,527
1767,529
1765,528
1756,526
1763,525
1769,529
1767,527
1766,532
1765,527
1776,517
1783,515
1786,518
1784,526
1783,545
1773,543
1763,542
1756,539
1760,522
1762,511
1755,510
1740,508
1729,491
1741,501
1753,505
1756,513
1752,519
1750,530
1758,537
1763,536
1751,531
1745,532
1750,539
1754,543
1758,539
1745,533
