subject,model,mean_error,variance
Freddie,similarity,89.2012644631712,2762.067042443022
Freddie,poly,84.50046836786736,2957.35842126595
Freddie,"rbf[thin_plate,s=1.0]",89.96458745392859,3303.44624187021
Freddie,"rbf[multiquadric,s=0.0]",87.69797504060233,3100.0886879898603
Freddie,"rbf[multiquadric,s=1.0]",132.57756446377726,5653.489196183258
Freddie,"rbf[multiquadric,s=2.0]",190.72565011729884,14237.876285873723
Freddie,tps,89.57231412612738,3191.3254979976577
Freddie,pwa,100.58096409039338,6501.453913807129
Freddie,gpr,79.84536410577158,3058.399688121088
Freddie,"sim+rbf[thin_plate,s=1.0]",89.58602032676141,3213.031017350138
Freddie,"sim+rbf[multiquadric,s=0.0]",89.90221479368867,3240.681119261906
Freddie,"sim+rbf[multiquadric,s=1.0]",83.91140147395015,2861.2981361274356
Freddie,"sim+rbf[multiquadric,s=2.0]",82.4922312902847,2796.274332419987
Freddie,sim+tps,89.57231412748133,3191.3254981440696
Freddie,sim+pwa,100.58096409039335,6501.453913807128
Freddie,sim+gpr,86.6563307171009,2926.458777777558
Jane,similarity,77.28875204389944,2055.3705296586245
Jane,poly,82.06162690124785,2664.272659554582
Jane,"rbf[thin_plate,s=1.0]",82.15742268996978,2740.407171228295
Jane,"rbf[multiquadric,s=0.0]",77.05529027423134,2358.5125612920115
Jane,"rbf[multiquadric,s=1.0]",107.3675620045773,3465.2299340129316
Jane,"rbf[multiquadric,s=2.0]",159.72866674838468,10027.583079804193
Jane,tps,80.71409471726889,2700.7318713355103
Jane,pwa,116.72627089364164,12514.520079370055
Jane,gpr,77.06692350641042,1973.6623800700881
Jane,"sim+rbf[thin_plate,s=1.0]",80.73183281101959,2673.6265723720885
Jane,"sim+rbf[multiquadric,s=0.0]",81.01961373366196,2684.6823583639593
Jane,"sim+rbf[multiquadric,s=1.0]",71.77951138800007,1418.4248875926953
Jane,"sim+rbf[multiquadric,s=2.0]",71.21132534393642,1328.2414130280042
Jane,sim+tps,80.71409472456962,2700.731872364275
Jane,sim+pwa,116.72627089364165,12514.520079370051
Jane,sim+gpr,76.72718746829811,2119.274106689271
Joao,similarity,142.80939395418042,12287.362227262816
Joao,poly,125.38983279300118,12042.852865065492
Joao,"rbf[thin_plate,s=1.0]",134.52779646803106,17484.23158756854
Joao,"rbf[multiquadric,s=0.0]",118.98265354603866,12498.955110430648
Joao,"rbf[multiquadric,s=1.0]",157.98584916338464,9190.251222695908
Joao,"rbf[multiquadric,s=2.0]",212.46488361618145,14645.279508800295
Joao,tps,130.15236118512573,16071.594253442452
Joao,pwa,122.63760912135305,13784.23219765084
Joao,gpr,136.9028283393405,12331.411185419569
Joao,"sim+rbf[thin_plate,s=1.0]",132.30164602732708,16823.0748026677
Joao,"sim+rbf[multiquadric,s=0.0]",125.67067849861863,14152.959800265211
Joao,"sim+rbf[multiquadric,s=1.0]",111.23771165301366,10018.133263149932
Joao,"sim+rbf[multiquadric,s=2.0]",114.19403889700648,10239.379374147857
Joao,sim+tps,130.15236125047426,16071.594275519416
Joao,sim+pwa,122.63760912135302,13784.232197650834
Joao,sim+gpr,128.69329886374413,10660.086613100684
Khushee Goel,similarity,105.76411480122,6944.206894099623
Khushee Goel,poly,127.99798552232984,7487.936986908336
Khushee Goel,"rbf[thin_plate,s=1.0]",131.5703494139538,7883.690244738413
Khushee Goel,"rbf[multiquadric,s=0.0]",117.76215868844201,5056.230534879916
Khushee Goel,"rbf[multiquadric,s=1.0]",119.24125045922314,3097.7229747684632
Khushee Goel,"rbf[multiquadric,s=2.0]",165.64856764599685,7170.609550074233
Khushee Goel,tps,129.5038253704369,7519.820905439262
Khushee Goel,pwa,99.94576926771659,5507.184650723317
Khushee Goel,gpr,107.83413034993835,3946.341754702946
Khushee Goel,"sim+rbf[thin_plate,s=1.0]",130.21453784616435,7659.579643866113
Khushee Goel,"sim+rbf[multiquadric,s=0.0]",134.81006780682395,8481.827210942554
Khushee Goel,"sim+rbf[multiquadric,s=1.0]",114.88467073537177,6783.987404254726
Khushee Goel,"sim+rbf[multiquadric,s=2.0]",111.41258542134987,6736.494229779489
Khushee Goel,sim+tps,129.503825414383,7519.820910406219
Khushee Goel,sim+pwa,99.9457692677166,5507.184650723318
Khushee Goel,sim+gpr,105.7641147870229,6944.206893193691
Liu Jiaqi,similarity,53.566231996624985,1386.1280766494972
Liu Jiaqi,poly,51.49835983617994,1437.5366261300685
Liu Jiaqi,"rbf[thin_plate,s=1.0]",52.57321150296382,3191.8949748225264
Liu Jiaqi,"rbf[multiquadric,s=0.0]",51.056746497609325,1877.7492963031807
Liu Jiaqi,"rbf[multiquadric,s=1.0]",95.92701662885565,3396.100674901302
Liu Jiaqi,"rbf[multiquadric,s=2.0]",147.17947028294975,9143.588875425372
Liu Jiaqi,tps,48.17132581701791,1352.6306515366216
Liu Jiaqi,pwa,72.2441058270845,7948.551445683994
Liu Jiaqi,gpr,50.68774782030315,1496.463835539028
Liu Jiaqi,"sim+rbf[thin_plate,s=1.0]",48.336030241934445,1472.40577370025
Liu Jiaqi,"sim+rbf[multiquadric,s=0.0]",50.038835879201926,2017.7910935317634
Liu Jiaqi,"sim+rbf[multiquadric,s=1.0]",46.227025082531085,1052.8373790824883
Liu Jiaqi,"sim+rbf[multiquadric,s=2.0]",47.34233872108406,1088.5664485256975
Liu Jiaqi,sim+tps,48.17132583942514,1352.630663822978
Liu Jiaqi,sim+pwa,72.2441058270845,7948.551445683996
Liu Jiaqi,sim+gpr,48.204824084794005,1091.0576851554756
TJ,similarity,52.24775459494231,506.16628152047366
TJ,poly,37.040252334578085,302.2082570821932
TJ,"rbf[thin_plate,s=1.0]",38.292884162745466,307.03727267908135
TJ,"rbf[multiquadric,s=0.0]",40.932758790586036,432.65444011186474
TJ,"rbf[multiquadric,s=1.0]",96.02472248865995,3936.877335188548
TJ,"rbf[multiquadric,s=2.0]",154.1733997526298,10430.248345405216
TJ,tps,38.243025937774306,325.1892794974889
TJ,pwa,76.26075878043385,14594.131791599428
TJ,gpr,41.46880006515202,319.1928423226468
TJ,"sim+rbf[thin_plate,s=1.0]",38.267251009831206,323.24495947676905
TJ,"sim+rbf[multiquadric,s=0.0]",39.105948315841765,361.3620188757811
TJ,"sim+rbf[multiquadric,s=1.0]",38.50405198117945,268.13283373207923
TJ,"sim+rbf[multiquadric,s=2.0]",40.107088489253975,284.0000881469554
TJ,sim+tps,38.24302593715414,325.18927948380554
TJ,sim+pwa,76.26075878043382,14594.131791599428
TJ,sim+gpr,39.60545788610668,323.35203516951714
Tristan,similarity,101.5064621503135,4694.8143194006825
Tristan,poly,82.59901173216751,2865.4583127785922
Tristan,"rbf[thin_plate,s=1.0]",77.51667270107315,2702.8611016472014
Tristan,"rbf[multiquadric,s=0.0]",81.05680991403295,2763.689110244535
