x,y
1764315225.7229874,226,536
1764315225.7584589,226,549
1764315225.7880118,208,561
1764315225.817583,201,539
1764315225.8569746,195,526
1764315225.8871026,206,528
1764315225.9219363,209,533
1764315225.9618678,209,535
1764315225.9878502,214,554
1764315226.0280821,223,566
1764315226.0571115,221,581
1764315226.086733,209,587
1764315226.1221983,193,598
1764315226.1573594,199,586
1764315226.197883,194,574
1764315226.2217803,172,565
1764315226.2585106,157,562
1764315226.2918103,146,562
1764315226.3217268,142,562
1764315226.3571572,164,562
1764315226.3973703,181,569
1764315226.422585,189,579
1764315226.4567642,176,588
1764315226.4927797,158,590
1764315226.527741,138,581
1764315226.5618,124,573
1764315226.5975826,124,571
1764315226.6316853,139,574
1764315226.6634336,149,573
1764315226.696861,148,572
1764315226.7368863,147,573
1764315226.7672768,143,589
1764315226.8036423,147,581
1764315226.8320029,141,560
1764315226.864522,132,545
1764315226.8969302,126,541
1764315226.927291,124,554
1764315226.962476,132,569
1764315226.9971712,143,578
1764315227.032669,141,578
1764315227.062668,137,563
1764315227.0967257,115,547
1764315227.1276164,110,547
1764315227.1630585,117,564
1764315227.1925135,125,563
1764315227.2326307,116,550
1764315227.2666926,111,547
1764315227.2972896,103,550
1764315227.3274143,105,559
1764315227.361991,110,570
1764315227.4069753,124,583
1764315227.4471939,132,584
1764315227.4670668,129,577
1764315227.5017834,127,576
1764315227.5277164,123,579
1764315227.56715,133,580
1764315227.5938327,139,581
1764315227.6373956,141,583
1764315227.672771,149,587
1764315227.706735,137,594
1764315227.7371194,135,603
1764315227.7724018,139,597
1764315227.8073175,144,590
1764315227.8431664,139,585
1764315227.8725646,135,581
1764315227.9017115,140,586
1764315227.9327512,145,585
1764315227.9670868,132,579
1764315228.006192,119,580
1764315228.0319002,129,581
1764315228.067351,118,578
1764315228.096945,115,572
1764315228.1477249,113,573
1764315228.1827657,116,585
1764315228.2069235,134,594
1764315228.2369547,148,574
1764315228.2667823,154,557
1764315228.2976198,147,563
1764315228.3377285,152,576
1764315228.3668604,140,569
1764315228.4027119,145,562
1764315228.4317214,159,562
1764315228.4673216,165,562
1764315228.5022318,168,566
1764315228.5373156,173,565
1764315228.567616,175,572
1764315228.60716,186,579
1764315228.6373289,172,581
1764315228.66748,156,595
1764315228.7076476,142,606
1764315228.7420373,139,610
1764315228.7772417,146,603
1764315228.8121996,133,594
1764315228.8425188,137,606
1764315228.877377,151,607
1764315228.9123785,172,607
1764315228.941909,167,604
1764315228.972216,170,588
1764315229.0043614,178,594
1764315229.0427346,184,601
1764315229.0725648,190,614
1764315229.108031,183,616
1764315229.1370754,172,604
1764315229.171793,157,590
1764315229.2124343,155,589
1764315229.2418363,148,604
1764315229.2724965,157,606
1764315229.3073633,175,588
1764315229.33771,171,574
1764315229.3724983,171,578
1764315229.4068832,173,585
1764315229.437179,178,593
1764315229.4771404,177,585
1764315229.5078638,177,574
1764315229.5372658,171,572
1764315229.5770078,174,581
1764315229.607657,180,601
1764315229.6375813,183,614
1764315229.6774428,184,618
1764315229.7074704,197,612
