x,y
1764315185.3223703,-101,313
1764315185.35675,-97,313
1764315185.3872256,-101,323
1764315185.4168966,-109,329
1764315185.4476967,-115,328
1764315185.4776146,-149,311
1764315185.5072653,91,281
1764315185.5467267,-191,102
1764315185.5872386,499,303
1764315185.6125054,448,387
1764315185.642539,388,380
1764315185.6769187,402,336
1764315185.7132132,415,318
1764315185.7522826,432,328
1764315185.786949,450,344
1764315185.8122892,770,322
1764315185.8426607,1031,203
1764315185.8833578,1001,173
1764315185.9170702,980,164
1764315185.9526267,1000,216
1764315185.9926977,1009,227
1764315186.023923,1153,154
1764315186.0577676,1190,95
1764315186.0918627,1203,90
1764315186.1221442,1202,132
1764315186.15185,1197,146
1764315186.1867592,1196,137
1764315186.2123096,1178,118
1764315186.2417207,1171,117
1764315186.2922716,1173,124
1764315186.3227391,1196,110
1764315186.347721,1214,99
1764315186.3929992,1220,91
1764315186.4277217,1221,78
1764315186.457577,1213,64
1764315186.4876008,1195,85
1764315186.5168483,1175,116
1764315186.5625706,1184,132
1764315186.5971808,1180,142
1764315186.623648,1176,160
1764315186.6577342,1180,157
1764315186.6822345,1186,133
1764315186.7175605,1198,123
1764315186.7471678,1192,110
1764315186.777358,1203,109
1764315186.8120675,1202,109
1764315186.8476758,1207,114
1764315186.8817387,1190,127
1764315186.9122136,1179,127
1764315186.9477086,1179,123
1764315186.9872644,1187,122
1764315187.0218098,1207,121
1764315187.0623996,1211,135
1764315187.0876367,1201,138
1764315187.117355,1206,136
1764315187.1620753,1204,143
1764315187.1980307,1198,133
1764315187.2270477,1178,125
1764315187.2578974,1166,119
1764315187.2866826,1173,128
