x,y
671,159
671,164
684,161
683,132
682,125
672,123
662,120
660,126
659,119
659,86
670,63
667,53
664,64
628,72
635,75
650,57
651,46
662,40
666,46
659,60
650,75
642,80
643,80
628,77
676,69
670,61
672,44
673,54
665,55
617,67
629,80
637,95
634,83
647,75
654,75
658,75
659,80
658,95
649,103
637,112
627,110
628,108
634,113
631,123
632,118
631,119
626,118
621,115
628,108
638,91
652,87
659,90
666,98
664,93
678,85
698,80
694,82
687,72
678,70
676,66
677,67
680,68
680,82
688,85
691,87
695,79
694,71
666,57
667,51
688,46
701,62
704,71
704,69
698,64
692,65
695,68
679,64
672,61
665,71
658,69
660,70
657,67
653,73
645,82
648,91
641,107
642,112
643,109
646,106
639,94
632,97
691,101
693,97
707,105
700,111
706,106
677,100
678,88
688,82
703,80
712,76
691,70
679,79
682,75
668,70
669,82
672,76
672,69
670,73
660,76
695,64
715,52
702,65
688,77
674,79
672,75
658,82
661,90
