x,y
641,543
634,546
642,548
655,552
666,565
668,576
670,578
676,581
677,571
677,560
667,558
654,557
646,568
635,570
627,571
627,567
626,560
631,564
639,556
642,551
640,550
646,559
645,572
636,581
629,582
650,589
656,564
650,533
634,528
618,532
592,523
592,533
596,545
658,537
665,514
656,505
656,510
661,504
663,501
670,506
670,508
679,512
682,509
686,504
690,505
691,506
698,488
700,462
727,472
723,464
711,458
706,453
703,453
702,455
695,457
692,459
607,539
607,571
639,601
646,600
646,614
651,632
638,619
611,579
602,564
606,565
615,554
618,530
617,505
619,505
630,513
643,512
630,527
609,559
594,573
607,579
611,564
614,565
612,574
629,568
646,561
650,563
654,595
665,608
674,605
677,609
680,621
674,613
672,605
678,583
669,576
664,575
654,585
654,596
655,606
667,609
667,600
663,594
659,596
655,602
658,611
664,616
663,621
665,612
679,610
678,604
666,595
663,587
653,577
647,569
639,567
648,570
659,580
667,588
670,575
679,563
685,559
