timestamp,target_index,target_x,target_y,gaze_x,gaze_y,dx,dy,spread,n_samples
2025-10-17T11:59:47.464,6,1175,596,1126,601,-48,5,44.35,120
2025-10-17T11:59:53.888,1,729,238,705,232,-23,-7,39.91,118
2025-10-17T12:00:00.299,8,283,953,311,879,28,-74,46.15,118
2025-10-17T12:00:06.703,2,1175,238,1185,273,9,34,39.13,119
2025-10-17T12:00:13.097,7,1621,596,1554,578,-67,-17,57.28,119
2025-10-17T12:00:19.507,11,1621,953,1565,911,-56,-41,37.51,117
2025-10-17T12:00:25.910,4,283,596,322,614,38,18,48.8,120
2025-10-17T12:00:32.330,10,1175,953,1151,896,-23,-57,41.75,119
2025-10-17T12:00:38.720,3,1621,238,1584,232,-36,-6,54.92,118
2025-10-17T12:00:45.147,0,283,238,276,259,-7,20,47.99,120
2025-10-17T12:00:51.553,9,729,953,723,822,-6,-131,50.56,119
2025-10-17T12:00:57.978,5,729,596,710,541,-18,-54,57.42,117
