subject,model,mean_error,variance
subject_001,similarity,88.11173962551507,2752.5965104949178
subject_001,poly,81.13185601351478,2767.996188928085
subject_001,"rbf[thin_plate,s=1.0]",90.13042521908666,3082.005244412718
subject_001,"rbf[multiquadric,s=0.0]",90.63807396331786,2943.233270439476
subject_001,"rbf[multiquadric,s=1.0]",97.44014821814532,4252.97497662981
subject_001,"rbf[multiquadric,s=2.0]",134.02290487002372,6909.138286521031
subject_001,tps,89.83786053821446,3003.930592958657
subject_001,pwa,82.56104097901022,3841.1847545679657
subject_001,gpr,73.70071955008007,2852.049854648404
subject_001,"sim+rbf[thin_plate,s=1.0]",89.83668796318788,3014.647568720129
subject_001,"sim+rbf[multiquadric,s=0.0]",91.85618232250098,3195.7249205102485
subject_001,"sim+rbf[multiquadric,s=1.0]",81.26628052934801,2757.4096187930704
subject_001,"sim+rbf[multiquadric,s=2.0]",80.29030693528173,2705.552212828577
subject_001,sim+tps,89.83786054385033,3003.930593287751
subject_001,sim+pwa,82.5610409790102,3841.184754567969
subject_001,sim+gpr,84.99711118740701,2462.1291263461603
subject_002,similarity,78.90184466859216,2208.214505833652
subject_002,poly,78.15510159666123,2182.6107045052395
subject_002,"rbf[thin_plate,s=1.0]",78.09321316529588,2288.7863491438757
subject_002,"rbf[multiquadric,s=0.0]",77.07463332958484,2395.302206346827
subject_002,"rbf[multiquadric,s=1.0]",81.69887822781607,1905.2247717305297
subject_002,"rbf[multiquadric,s=2.0]",106.20587073139362,4384.773837960046
subject_002,tps,77.87968437684019,2360.024787055363
subject_002,pwa,69.54306640577389,3454.816174480149
subject_002,gpr,73.99658649418787,1887.2522294420091
subject_002,"sim+rbf[thin_plate,s=1.0]",77.68791435939255,2287.4420844400547
subject_002,"sim+rbf[multiquadric,s=0.0]",78.80682486517459,2432.3249525937354
subject_002,"sim+rbf[multiquadric,s=1.0]",72.28738326992917,1459.2199648989067
subject_002,"sim+rbf[multiquadric,s=2.0]",71.62653793261319,1371.0425740405326
subject_002,sim+tps,77.87968439381568,2360.0247890026367
subject_002,sim+pwa,69.54306640577389,3454.81617448015
subject_002,sim+gpr,74.05734759004459,2157.752111867013
subject_003,similarity,138.62641159209875,11062.65131983208
subject_003,poly,113.87822213634222,9149.224234810432
subject_003,"rbf[thin_plate,s=1.0]",111.12217007524896,8689.310840226992
subject_003,"rbf[multiquadric,s=0.0]",107.97695529847203,10193.118637838745
subject_003,"rbf[multiquadric,s=1.0]",114.372343401397,7151.84744808295
subject_003,"rbf[multiquadric,s=2.0]",144.5577779438237,9193.916812952197
subject_003,tps,110.0254001028961,8538.707825229354
subject_003,pwa,103.20358147256576,8721.247619534968
subject_003,gpr,107.25372324993404,5617.744666133128
subject_003,"sim+rbf[thin_plate,s=1.0]",110.36863803896816,8703.879544047511
subject_003,"sim+rbf[multiquadric,s=0.0]",110.30515773228689,9856.837926613129
subject_003,"sim+rbf[multiquadric,s=1.0]",104.86955826769147,6991.104082163707
subject_003,"sim+rbf[multiquadric,s=2.0]",103.24439269024369,7577.131876233275
subject_003,sim+tps,110.02540012748288,8538.707865552653
subject_003,sim+pwa,103.20358147256572,8721.247619534966
subject_003,sim+gpr,108.74742535781122,6320.175993500459
subject_004,similarity,97.17696591462308,4375.284346713107
subject_004,poly,128.38553153123908,8640.243405893576
subject_004,"rbf[thin_plate,s=1.0]",147.0924215121194,17350.130523490323
subject_004,"rbf[multiquadric,s=0.0]",170.25291798011946,28558.112294377937
subject_004,"rbf[multiquadric,s=1.0]",102.82470203460488,2090.088057723477
subject_004,"rbf[multiquadric,s=2.0]",118.11439131999973,4230.069174267619
subject_004,tps,143.80213529298592,14565.2992340042
subject_004,pwa,82.23705475441281,5620.989549445032
subject_004,gpr,86.654659255396,2223.795708299451
subject_004,"sim+rbf[thin_plate,s=1.0]",147.42412283550547,17256.82111097356
subject_004,"sim+rbf[multiquadric,s=0.0]",176.1413822166252,33207.180244303694
subject_004,"sim+rbf[multiquadric,s=1.0]",97.30635325735366,3279.880139840698
subject_004,"sim+rbf[multiquadric,s=2.0]",94.35191705517516,3289.963863265124
subject_004,sim+tps,143.80213567941362,14565.29942086865
subject_004,sim+pwa,82.2370547544129,5620.9895494450275
subject_004,sim+gpr,95.5559348970013,4560.991171972352
subject_005,similarity,52.471176816951434,1344.5844550433865
subject_005,poly,45.76603001991505,1177.4962696013815
subject_005,"rbf[thin_plate,s=1.0]",47.18507030726549,1348.5789251737592
subject_005,"rbf[multiquadric,s=0.0]",48.47909521083929,1786.385515549355
subject_005,"rbf[multiquadric,s=1.0]",65.31839222510385,1675.032710687821
subject_005,"rbf[multiquadric,s=2.0]",92.91608320405176,3946.5122622502768
subject_005,tps,46.974908758794626,1259.431414592702
subject_005,pwa,48.80246835092108,2142.4056451035076
subject_005,gpr,45.20096755131539,904.824598063718
subject_005,"sim+rbf[thin_plate,s=1.0]",47.05921954964012,1311.4953488891058
subject_005,"sim+rbf[multiquadric,s=0.0]",48.597788441047655,1941.915373698599
subject_005,"sim+rbf[multiquadric,s=1.0]",43.30655331540044,946.73405250027
subject_005,"sim+rbf[multiquadric,s=2.0]",43.87745560167084,969.2085529563598
subject_005,sim+tps,46.97490878584914,1259.4314265766757
subject_005,sim+pwa,48.80246835092109,2142.405645103508
subject_005,sim+gpr,45.16193940732189,1025.7949767506084
subject_006,similarity,57.43915775202453,612.9533239108473
subject_006,poly,38.982302131235045,379.07125296332066
subject_006,"rbf[thin_plate,s=1.0]",35.40667486787361,294.263491931352
subject_006,"rbf[multiquadric,s=0.0]",35.83162769293996,357.8169219225118
subject_006,"rbf[multiquadric,s=1.0]",59.925452455049125,1973.119199617171
subject_006,"rbf[multiquadric,s=2.0]",93.93109591186396,5344.427888160786
subject_006,tps,35.597073342091136,296.48848831349505
subject_006,pwa,34.92092095246574,982.5393589201938
subject_006,gpr,41.7194271754979,273.78180609718555
subject_006,"sim+rbf[thin_plate,s=1.0]",35.56464745142934,296.165598864055
subject_006,"sim+rbf[multiquadric,s=0.0]",36.17196498915504,289.46892867372503
subject_006,"sim+rbf[multiquadric,s=1.0]",39.52699431245057,322.14592594469366
subject_006,"sim+rbf[multiquadric,s=2.0]",40.23049320974721,336.2823549654862
subject_006,sim+tps,35.59707334203363,296.48848832740015
subject_006,sim+pwa,34.920920952465764,982.5393589201946
subject_006,sim+gpr,40.14975607412081,339.2476578589072
subject_007,similarity,98.52828904915148,3827.285258412233
subject_007,poly,86.58017633971316,2812.6592390165297
subject_007,"rbf[thin_plate,s=1.0]",82.03617581906818,2605.31450067122
subject_007,"rbf[multiquadric,s=0.0]",82.18137299789744,2892.4685954962138
subject_007,"rbf[multiquadric,s=1.0]",90.93502430829916,3311.1097472206725
subject_007,"rbf[multiquadric,s=2.0]",115.09876691692402,5900.928718759837
subject_007,tps,81.78930863257804,2624.270821566673
subject_007,pwa,79.45900550566516,3837.31746905378
subject_007,gpr,70.59254130186437,2464.9352157277062
subject_007,"sim+rbf[thin_plate,s=1.0]",81.83323283434194,2644.3917512886187
subject_007,"sim+rbf[multiquadric,s=0.0]",83.55023431197608,2741.466070592896
subject_007,"sim+rbf[multiquadric,s=1.0]",75.21426011835813,2436.907523383137
subject_007,"sim+rbf[multiquadric,s=2.0]",77.61318710258182,2577.482341612284
subject_007,sim+tps,81.78930863266724,2624.2708214864188
subject_007,sim+pwa,79.45900550566516,3837.31746905378
subject_007,sim+gpr,74.72233893742825,2469.129328641015
subject_008,similarity,50.46395392013046,1271.9670692783334
subject_008,poly,57.11298818255097,2376.115428079823
subject_008,"rbf[thin_plate,s=1.0]",55.594579321732866,1492.9257186103705
subject_008,"rbf[multiquadric,s=0.0]",57.043699923495225,1575.374889620247
subject_008,"rbf[multiquadric,s=1.0]",67.9701465855119,1945.1234823921525
subject_008,"rbf[multiquadric,s=2.0]",91.79547148443258,3855.9424009140566
subject_008,tps,55.46368622402441,1487.0468333594577
subject_008,pwa,52.4749084458324,2046.3041859800617
subject_008,gpr,51.39532980456121,1113.415678544038
subject_008,"sim+rbf[thin_plate,s=1.0]",55.47014341361138,1486.2013045964532
subject_008,"sim+rbf[multiquadric,s=0.0]",57.09994536271377,1586.7745982259985
subject_008,"sim+rbf[multiquadric,s=1.0]",49.06207276119531,1217.6818891455978
subject_008,"sim+rbf[multiquadric,s=2.0]",48.47855538428041,1207.02458545627
subject_008,sim+tps,55.463686229291554,1487.0468336985189
subject_008,sim+pwa,52.4749084458324,2046.304185980062
subject_008,sim+gpr,50.43595195360717,1293.5623079513684
subject_009,similarity,125.2736331571492,3696.7156361206426
subject_009,poly,99.736377044056,3588.3771516550796
subject_009,"rbf[thin_plate,s=1.0]",88.44153036975543,2827.3608497662617
subject_009,"rbf[multiquadric,s=0.0]",91.12969592327798,3316.7039813548936
subject_009,"rbf[multiquadric,s=1.0]",100.90252295584207,4004.648170178743
subject_009,"rbf[multiquadric,s=2.0]",127.09793242835906,6077.281007015084
subject_009,tps,88.39768914130143,2808.9000347268507
subject_009,pwa,91.67764810371364,4099.659492961201
subject_009,gpr,86.33655785746814,2786.844660525761
subject_009,"sim+rbf[thin_plate,s=1.0]",88.3894120190144,2805.6954583955576
subject_009,"sim+rbf[multiquadric,s=0.0]",91.77057422112064,3372.363448604908
subject_009,"sim+rbf[multiquadric,s=1.0]",87.84819294130445,3016.705278698222
subject_009,"sim+rbf[multiquadric,s=2.0]",91.8845769815566,3260.7522237609637
subject_009,sim+tps,88.39768921102838,2808.9000438836747
subject_009,sim+pwa,91.67764810371366,4099.659492961201
subject_009,sim+gpr,109.93735311565136,3521.664266862302
subject_010,similarity,96.85176397403664,1831.596545929881
subject_010,poly,109.27316662310568,2379.399293452734
subject_010,"rbf[thin_plate,s=1.0]",99.42133097393612,1991.0938387681276
subject_010,"rbf[multiquadric,s=0.0]",95.19715835831524,1499.2951579213563
subject_010,"rbf[multiquadric,s=1.0]",117.85199404027315,3259.6758623731766
subject_010,"rbf[multiquadric,s=2.0]",132.34772785402205,6983.259505274562
subject_010,tps,99.04316357483556,1940.6374218647825
subject_010,pwa,93.55941984446882,4696.02520690277
subject_010,gpr,101.29403431643634,2355.3425012759176
subject_010,"sim+rbf[thin_plate,s=1.0]",98.89851494277409,1911.6175847155112
subject_010,"sim+rbf[multiquadric,s=0.0]",98.13742699021326,1829.456967695826
subject_010,"sim+rbf[multiquadric,s=1.0]",89.4225205397621,1959.0449904363884
subject_010,"sim+rbf[multiquadric,s=2.0]",85.71670407410055,1745.340568666572
subject_010,sim+tps,99.0431635770709,1940.637422196785
subject_010,sim+pwa,93.55941984446883,4696.025206902767
subject_010,sim+gpr,90.46573044494863,1634.5416209096452
subject_011,similarity,101.25970322274917,1607.5215541174034
subject_011,poly,86.26508843084916,2180.065583375724
subject_011,"rbf[thin_plate,s=1.0]",82.75277921615363,1351.463615261701
subject_011,"rbf[multiquadric,s=0.0]",76.8580729413316,1359.5079623956217
subject_011,"rbf[multiquadric,s=1.0]",93.9261921328344,2194.62614543171
subject_011,"rbf[multiquadric,s=2.0]",129.7273984910855,4899.4146276003075
subject_011,tps,81.30072591929883,1303.9580717789308
subject_011,pwa,75.61466151863704,3108.3626516412396
subject_011,gpr,74.59222359019725,1236.3080458328457
subject_011,"sim+rbf[thin_plate,s=1.0]",81.46899629277075,1327.311910436843
subject_011,"sim+rbf[multiquadric,s=0.0]",82.0048461071787,1337.6794125572503
subject_011,"sim+rbf[multiquadric,s=1.0]",80.03861819103271,1122.147151567198
subject_011,"sim+rbf[multiquadric,s=2.0]",81.58359637898988,1167.723793860419
subject_011,sim+tps,81.30072593681443,1303.958071777679
subject_011,sim+pwa,75.61466151863704,3108.362651641241
subject_011,sim+gpr,82.43414601937206,1324.165613584638
subject_012,similarity,73.66910267954947,2612.3731571695052
subject_012,poly,60.8226229207881,1918.8450047054496
subject_012,"rbf[thin_plate,s=1.0]",68.73702926548386,3320.761155920861
subject_012,"rbf[multiquadric,s=0.0]",71.27023172709329,3633.4454284103
subject_012,"rbf[multiquadric,s=1.0]",73.47912591092386,1954.213995161316
subject_012,"rbf[multiquadric,s=2.0]",92.75630873813564,3715.5031194033254
subject_012,tps,68.16166302520607,3190.9567068702963
subject_012,pwa,65.0683827056295,3790.360047520875
subject_012,gpr,62.48735561635932,2128.193498446959
subject_012,"sim+rbf[thin_plate,s=1.0]",68.99926045329502,3418.238777392929
subject_012,"sim+rbf[multiquadric,s=0.0]",71.63901863801095,3597.706634186668
subject_012,"sim+rbf[multiquadric,s=1.0]",57.41244090798618,1844.530958082781
subject_012,"sim+rbf[multiquadric,s=2.0]",58.203302442831784,1769.9542243943515
subject_012,sim+tps,68.16166306640648,3190.956712406564
subject_012,sim+pwa,65.06838270562949,3790.360047520877
subject_012,sim+gpr,58.008643622869705,1742.1173493155422
