timestamp,target_index,target_x,target_y,original_gaze_x,original_gaze_y,rbf_gaze_x,rbf_gaze_y,poly_gaze_x,poly_gaze_y,original_dx,original_dy,rbf_dx,rbf_dy,poly_dx,poly_dy,spread,n_samples
2025-11-26T20:26:55.850,2,1215,132,1173.906779661017,187.83898305084745,,,,,-41,55,,,,,26.59,118
2025-11-26T20:27:02.263,3,1741,132,1669.5213675213674,197.33333333333334,,,,,-71,65,,,,,38.96,117
2025-11-26T20:27:08.659,4,163,596,241.425,607.5083333333333,,,,,78,11,,,,,30.68,120
2025-11-26T20:27:15.048,13,952,364,956.546218487395,356.8067226890756,,,,,4,-7,,,,,26.75,119
2025-11-26T20:27:21.439,0,163,132,192.42857142857142,181.49579831932772,,,,,29,49,,,,,20.89,119
2025-11-26T20:27:27.828,15,426,828,444.0924369747899,742.6470588235294,,,,,18,-85,,,,,35.6,119
2025-11-26T20:27:34.223,7,1741,596,1684.9747899159663,603.8739495798319,,,,,-56,7,,,,,39.61,119
2025-11-26T20:27:40.629,16,952,828,971.0677966101695,720.4152542372881,,,,,19,-107,,,,,42.2,118
2025-11-26T20:27:47.019,17,1478,828,1431.0756302521008,779.5798319327731,,,,,-46,-48,,,,,38.0,119
2025-11-26T20:27:53.424,10,1215,1060,1181.4453781512605,961.2857142857143,,,,,-33,-98,,,,,38.53,119
2025-11-26T20:27:59.813,11,1741,1060,1652.1008403361345,1014.2016806722689,,,,,-88,-45,,,,,50.78,119
2025-11-26T20:28:06.203,12,426,364,485.12605042016804,368.327731092437,,,,,59,4,,,,,24.83,119
2025-11-26T20:28:12.598,8,163,1060,296.12605042016804,988.4285714285714,,,,,133,-71,,,,,45.07,119
2025-11-26T20:28:19.004,1,689,132,699.6890756302521,160.78151260504202,,,,,10,28,,,,,20.32,119
2025-11-26T20:28:25.394,5,689,596,726.8151260504202,583.6890756302521,,,,,37,-12,,,,,27.46,119
2025-11-26T20:28:31.794,6,1215,596,1207.9747899159663,587.2100840336135,,,,,-7,-8,,,,,37.51,119
2025-11-26T20:28:38.189,9,689,1060,709.8403361344538,977.2857142857143,,,,,20,-82,,,,,36.12,119
2025-11-26T20:28:44.579,14,1478,364,1466.3083333333334,371.4916666666667,,,,,-11,7,,,,,27.39,120
