x,y
1764465509.3787913,1624,1034
1764465509.4188855,1614,1024
1764465509.454774,1605,1028
1764465509.4892402,1632,1049
1764465509.519762,1636,1049
1764465509.5490332,1627,1045
1764465509.579147,1619,1046
1764465509.6096354,1633,1054
1764465509.6548028,1649,1056
1764465509.6897604,1666,957
1764465509.7247703,1637,833
1764465509.7604854,1505,816
1764465509.7990756,1469,773
1764465509.838817,1524,834
1764465509.8801234,1534,888
1764465509.9149132,1531,897
1764465509.9487016,1527,875
1764465509.9786942,1870,1240
1764465510.0203164,1858,1614
1764465510.054652,1232,515
1764465510.0947328,1167,413
1764465510.1237895,1185,398
1764465510.159776,1191,421
1764465510.1987212,1179,389
1764465510.2348783,1183,376
1764465510.2746127,1169,383
1764465510.3045318,1158,383
1764465510.3341124,977,303
1764465510.3844557,688,189
1764465510.4241629,688,113
1764465510.4496071,697,123
1764465510.4795673,672,129
1764465510.520534,669,134
1764465510.5590658,681,128
1764465510.5993314,616,110
1764465510.6338916,628,102
1764465510.6636753,648,117
1764465510.6993036,650,123
1764465510.7289422,647,123
1764465510.7642524,627,125
1764465510.7935827,623,132
1764465510.824293,615,131
1764465510.8590035,613,137
1764465510.88918,620,145
1764465510.9241207,632,148
1764465510.958795,644,140
1764465510.9940488,649,130
1764465511.0195103,645,108
1764465511.054411,635,99
1764465511.0841124,626,107
1764465511.1140444,635,122
1764465511.1444936,617,123
1764465511.1741204,614,115
1764465511.2193823,599,105
1764465511.2542775,596,104
1764465511.2844124,604,107
1764465511.3238485,617,130
1764465511.3544383,613,135
